SLL,Leone,Leone,Leone de Sierra Leona,Leone,Leone,レオン,塞拉利昂利昂,시에라리온 레온,Sierra Leoonse leone,Leone della Sierra Leone
SOS,Somali Shilling,Shilling de Somalie,Chelín Somalí,Somalia-Schilling,Xelim somali,ソマリア・シリング,索馬裡先令,소말리아 실링,Somalische shilling,Scellino somalo
SRD,Surinam Dollar,Dollar de Suriname,Dólar Surinamés,Suriname-Dollar,Dólar do Suriname,スリナム・ドル,蘇裡南元,수리남 달러,Surinaamse dollar,Dollaro surinamese
STD,Dobra,Dobra,Dobra de Santo Tomé y Príncipe,Dobra,Dobra,ドブラ,聖多美和普林西比多布拉,상투메 프린시페 도브라,Santomese dobra,Dobra di São Tomé e Príncipe
SVC,El Salvador Colon,Colon du El Salvador,El Salvador Colon,El-Salvador-Colón,Colon de El Salvador,サルバドール・コロン,薩爾瓦多科朗,엘살바도르 콜론,Salvadoraanse colon,Colón salvadoregno
SYP,Syrian Pound,Livre syrienne,Libra Siria,Syrisches Pfund,Libra da Síria,シリア・ポンド,敘利亞鎊,시리아 파운드,Syrisch pond,Lira siriana
SZL,Lilangeni,Lilangeni,Lilangeni Suazi (de Suazilandia),Lilangeni,Lilangeni,リランゲニ,斯威士蘭裡蘭吉尼,스와질란드 릴랑게니,Swazische lilangeni,Lilangeni dello Swaziland
THB,Baht,Baht,Baht Tailandés,Baht,Baht,バーツ,泰銖,타이 밧,Thaise baht,Baht thailandese
TJS,Somoni,Somoni,Somoni Tayik (de Tayikistán),Somoni,Somoni,ソモニ,塔吉克斯坦索莫尼,타지키스탄 소모니,Tadzjiekse somoni,Somoni tagico
TMT,Manat,Manat,Manat Turcomano,Turkmenistan-Manat,Manat turcomano,トルクメニスタン・マナト,土庫曼斯坦馬納特,투르크메니스탄 마나트,Turkmeense manat,Manat turkmeno
TND,Tunisian Dinar,Dinar Tunisien,Dinar Tunecino,Tunesischer Dinar,Dinar tunisino,チュニジア・ディナール,突尼西亞第納爾,튀니지 디나르,Tunesische dinar,Dinaro tunisino
TOP,Pa'anga,Pa'anga,Pa'anga Tongano,Pa’anga,Pa'anga,パ・アンガ,湯加潘加,통가 파앙가,Tongaanse pa'anga,Paʻanga tongano
TRY,Turkish Lira,Nouvelle Livre,Lira Turca,Türkische Lira,Nova Lira turca,新トルコリラ,新土耳其里拉,터키 리라,Nieuwe Turkse lira,Nuova lira turca
TTD,Trinidad and Tobago Dollar,Dollar de la Trinité et de Tobago,Dólar de Trinidad y Tobago,Trinidad-und-Tobago-Dollar,Dólar de Trindade e Tobago,トリニダード・トバゴ・ドル,千里達及托巴哥元,트리니다드 토바고 달러,Trinidad en Tobagodollar,Dollaro di Trinidad e Tobago
TWD,New Taiwan Dollar,Nouveau dollar de Taïwan,Dólar Taiwanés,Neuer Taiwan-Dollar,Novo Dólar de Taiwan,ニュー台湾ドル,新臺幣元,신 타이완 달러,Nieuwe Taiwanese dollar,Nuovo dollaro taiwanese
TZS,Tanzanian Shilling,Shilling de Tanzanie,Chelín Tanzano,Tansania-Schilling,Xelim da Tanzânia,タンザニア・シリング,坦桑尼亞先令,탄자니아 실링,Tanzaniaanse shilling,Scellino tanzaniano
UAH,Hryvnia,Hryvnia,Hryvnia Ucraniana,Griwna,Hryvnia,フリヴニャ,烏克蘭赫裡夫尼亞,우크라이나 흐리브냐,Oekraïense grivna,Grivnia ucraina
UGX,Uganda Shilling,Nouveau Shilling Ougandais,Chelín Ugandés,Uganda-Schilling,Xelim do Uganda,ウガンダ・シリング,烏干達先令,우간다 실링,Oegandese shilling,Scellino ugandese
USD,US Dollar,Dollar des États-Unis,Dólar Estadounidense,US-Dollar,Dólar Americano,アメリカ合衆国ドル,美元,미국 달러,Amerikaanse dollar,Dollaro statunitense
USN,,Dollar des États-Unis (Lendemain),Dólar Estadounidense (Siguiente día) ,US Dollar (Next day),United States dollar (next day) ,US Dollar (Next day),美元（次日）（資金）,,Amerikaanse dollar (Next day) (aandelen),Dollaro statunitense (Next day) (codice per i fondi)
USS,,Dollar des États-Unis (Même jour),Dólar Estadounidense (Mismo día) ,US Dollar (Same day),United States dollar (same day) ,US Dollar (Same day),美元（當日）（資金）,,Amerikaanse dollar (Same day) (aandelen),Dollaro statunitense (Same day) (codice per i fondi)
UYI,,Uruguay Peso,Uruguay Peso,Uruguay Peso,Uruguay Peso,Uruguay Peso,烏拉圭Uruguay Peso,,Uruguay Peso,Uruguay Peso
UYU,Peso Uruguayo,Peso Uruguayo,Peso Uruguayo,Uruguayischer Peso,Peso Uruguaio,ウルグアイ・ペソ,烏拉圭比索,우루과이 페소,Uruguayaanse peso,Peso uruguaiano
UZS,Uzbekistan Sum,Soum d'Ouzbékistan,Sum Uzbeco,Usbekistan Sum,Som Uzbeque,スム,烏茲別克斯坦蘇姆,우즈베키스탄 솜,Oezbeekse sum,Som uzbeco
VEB,Venezuelan bolivar,Venezuela: Bolivar,Venezuela: Bolívar,Venezuela: Bolivar,Venezuela: bolívar,ボリバル,委內瑞拉玻利瓦爾,베네수엘라 볼리바르,Venezolaanse bolivar ,Bolívar venezuelano
VEF,,Bolivar Fuerte,Bolívar Fuerte Venezolano,Bolivar fuerte,Venezuelan bolívar fuerte,Bolivar Fuerte,委內瑞拉强势玻利瓦爾,,Venezolaanse bolivar,Bolivar venezuelano
VND,Dong,Dong,Dong Vietnamita,Dong,Dong,ドン,越南盾,베트남 동,Vietnamese dong,Đồng vietnamita
VUV,Vatu,Vatu,Vatu Vanuatense,Vatu,Vatu,バツ,瓦努阿圖瓦圖,바누아투 바투,Vanuatuaanse vatu,Vatu di Vanuatu
WST,Tala,Tala,Tala Samoana,Tala,Tala,サモア・タラ,薩摩亞塔拉,사모아 탈라,Samoaanse tala,Tala samoano
XAF,CFA Franc BEAC ‡,Franc CFA - BEAC‡,Franco CFA,CFA-Franc (BEAC),Franco CFA BEAC,CFAフラン,中非金融合作法郎,CFA 프랑,CFA-frank BEAC,Franco CFA BEAC
XAG,Silver,Argent,Onza de Plata,Feinunze Silber (Ag),Prata,銀,銀,은,Zilver,Argento
XAU,Gold,Or,Onza de Oro,Feinunze Gold (Au),Ouro,金,金,금,Goud,Oro
XBA,Bond Markets Units European Composite Unit (EURCO),Unité Européenne Composée (EURCO),European Composite Unit (EURCO),Bond Markets Units European Composite Unit (EURCO),European Composite Unit (EURCO),,歐洲復合單位(EURCO),,European Composite Unit (EURCO),Unità Composita Europea
XBB,European Monetary Unit (E.M.U.-6),Unité Monétaire Européenne (U.M.E.-6 monnaie),European Monetary Unit (E.M.U.-6),European Monetary Unit (E.M.U.-6),European Monetary Unit (E.M.U.-6),,歐洲貨幣聯盟 (E.M.U.-6),,European Monetary Unit (E.M.U.-6),Unità Monetaria Europea
XBC,European Unit of Account 9(E.U.A.-9),Unité de Compte 9 (U.E.C.-9 monnaie),European Unit of Account 9 (E.U.A.-9),European Unit of Account 9 (E.U.A.-9),European Unit of Account 9 (E.U.A.-9),,9號帳戶的歐洲單位,,European Unit of Account 9 (E.U.A.-9),Unità di acconto Europea 9
XBD,European Unit of Account 17(E.U.A.-17),Unité de Compte 17(U.E.C.-17 monnaie),European Unit of Account 17 (E.U.A.-17),European Unit of Account 17 (E.U.A.-17),European Unit of Account 17 (E.U.A.-17),,17號帳戶的歐洲單位,,European Unit of Account 17 (E.U.A.-17),Unità di acconto Europea 17
XCD,East Caribbean Dollar,Dollar des Caraïbes orientales,Dólar del Caribe Oriental,Ostkaribischer Dollar,Dólar das Caraíbas Orientais,東カリブ・ドル,東加勒比元,동카리브 달러,Oost-Caribische dollar,Dollaro dei Caraibi Orientali
XDR,SDR,Droit de Tirage Spécial (D.T.S.),Special Drawing Rights (FMI),Sonderziehungsrecht,Special Drawing Rights,特別引出権,特別提款權,특별 인출권,Speciale trekkingsrechten (IMF),Diritti Speciali di Prelievo
XFU,UIC-Franc,Franc UIC,Franco UIC,UIC-Franc,UIC franc,欧州通貨単位 (ECU),UIC-法郎,UIC franc,UIC-frank,Franco UIC (valuta speciale)
XOF,CFA Franc BCEAO †,Franc CFA - BCEAO †,Franco CFA Occidental,CFA-Franc (BCEAO),Franco CFA BCEAO,CFAフラン,非洲金融共同體法郎,CFA 프랑,CFA-frank BCEAO,Franco CFA BCEAO
XPD,Palladium,Palladium,Onza de Paladio,Feinunze Palladium,Paládio,パラジウム,鈀,팔라듐,Palladium,Palladio
XPF,CFP Franc,Franc CFP,Franco CFP,CFP-Franc,Franco CFP,CFPフラン,太平洋法郎,CFP 프랑,CFP-frank,Franco CFP
XPT,Platinum,Platine,Onza de Platino,Feinunze Platin,Platina,プラチナ,鉑,백금,Platina,Platino
YER,Yemeni Rial,Riyal du Yémen,Rial Yemení (de Yemen),Jemen-Rial,Rial do Iémene,イエメン・リアル,也門裡亞爾,예멘 리알,Jemenitische rial,Rial yemenita
ZAR,Rand,Rand,Rand Sudafricano,Rand,Rand,ランド,南非蘭特,남아프리카 공화국 랜드,Zuid-Afrikaanse rand,Rand sudafricano
ZMK,Zambian Kwacha,Kwacha de Zambie,Kwacha Zambiano,Sambischer Kwacha,Kwacha,ザンビア・クワチャ,贊比亞克瓦查,잠비아 콰차,Zambiaanse kwacha,Kwacha zambiano
ZWD,Zimbabwean dollar,Dollar du Zimbabwe,Zimbabue: Nuevo Dólar,Simbabwe-Dollar,Zimbabwe dollar,ジンバブエ・ドル,津巴布韋元,짐바브웨 달러,Zimbabwaanse dollar,Dollaro zimbabwiano
ZWL,Zimbabwe Dollar,Dollar du Zimbabwe,Dólar Zimbabuense,Simbabwe-Dollar,Zimbabwe dollar,ジンバブエ・ドル,辛巴威羅得西亞元,짐바브웨 달러,Zimbabwaanse dollar,Dollaro zimbabwiano
